dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,registered,cnt
2012-11-07,Winter,2012,November,0,Wednesday,1,Mist/Cloudy,4709,5035
2012-11-08,Winter,2012,November,0,Thursday,1,Clear/Cloudy,4975,5315
2012-11-09,Winter,2012,November,0,Friday,1,Clear/Cloudy,5283,5992
2012-11-10,Winter,2012,November,0,Saturday,0,Clear/Cloudy,4446,6536
2012-11-11,Winter,2012,November,0,Sunday,0,Clear/Cloudy,4562,6852
2012-11-12,Winter,2012,November,1,Monday,0,Clear/Cloudy,5172,6269
2012-11-13,Winter,2012,November,0,Tuesday,1,Mist/Cloudy,3767,4094
2012-11-14,Winter,2012,November,0,Wednesday,1,Clear/Cloudy,5122,5495
2012-11-15,Winter,2012,November,0,Thursday,1,Mist/Cloudy,5125,5445
2012-11-16,Winter,2012,November,0,Friday,1,Clear/Cloudy,5214,5698
2012-11-17,Winter,2012,November,0,Saturday,0,Clear/Cloudy,4316,5629
2012-11-18,Winter,2012,November,0,Sunday,0,Clear/Cloudy,3747,4669
2012-11-19,Winter,2012,November,0,Monday,1,Mist/Cloudy,5050,5499
2012-11-20,Winter,2012,November,0,Tuesday,1,Mist/Cloudy,5100,5634
2012-11-21,Winter,2012,November,0,Wednesday,1,Clear/Cloudy,4531,5146
2012-11-22,Winter,2012,November,1,Thursday,0,Clear/Cloudy,1470,2425
2012-11-23,Winter,2012,November,0,Friday,1,Clear/Cloudy,2307,3910
2012-11-24,Winter,2012,November,0,Saturday,0,Clear/Cloudy,1745,2277
2012-11-25,Winter,2012,November,0,Sunday,0,Clear/Cloudy,2115,2424
2012-11-26,Winter,2012,November,0,Monday,1,Clear/Cloudy,4750,5087
2012-11-27,Winter,2012,November,0,Tuesday,1,Mist/Cloudy,3836,3959
2012-11-28,Winter,2012,November,0,Wednesday,1,Clear/Cloudy,5062,5260
2012-11-29,Winter,2012,November,0,Thursday,1,Clear/Cloudy,5080,5323
2012-11-30,Winter,2012,November,0,Friday,1,Clear/Cloudy,5306,5668
2012-12-01,Winter,2012,December,0,Saturday,0,Mist/Cloudy,4240,5191
2012-12-02,Winter,2012,December,0,Sunday,0,Mist/Cloudy,3757,4649
2012-12-03,Winter,2012,December,0,Monday,1,Clear/Cloudy,5679,6234
2012-12-04,Winter,2012,December,0,Tuesday,1,Clear/Cloudy,6055,6606
2012-12-05,Winter,2012,December,0,Wednesday,1,Clear/Cloudy,5398,5729
2012-12-06,Winter,2012,December,0,Thursday,1,Clear/Cloudy,5035,5375
2012-12-07,Winter,2012,December,0,Friday,1,Mist/Cloudy,4659,5008
2012-12-08,Winter,2012,December,0,Saturday,0,Mist/Cloudy,4429,5582
2012-12-09,Winter,2012,December,0,Sunday,0,Mist/Cloudy,2787,3228
2012-12-10,Winter,2012,December,0,Monday,1,Mist/Cloudy,4841,5170
2012-12-11,Winter,2012,December,0,Tuesday,1,Mist/Cloudy,5219,5501
2012-12-12,Winter,2012,December,0,Wednesday,1,Mist/Cloudy,5009,5319
2012-12-13,Winter,2012,December,0,Thursday,1,Clear/Cloudy,5107,5532
2012-12-14,Winter,2012,December,0,Friday,1,Clear/Cloudy,5182,5611
2012-12-15,Winter,2012,December,0,Saturday,0,Clear/Cloudy,4280,5047
2012-12-16,Winter,2012,December,0,Sunday,0,Mist/Cloudy,3248,3786
2012-12-17,Winter,2012,December,0,Monday,1,Mist/Cloudy,4373,4585
2012-12-18,Winter,2012,December,0,Tuesday,1,Clear/Cloudy,5124,5557
2012-12-19,Winter,2012,December,0,Wednesday,1,Clear/Cloudy,4934,5267
2012-12-20,Winter,2012,December,0,Thursday,1,Mist/Cloudy,3814,4128
2012-12-21,Spring,2012,December,0,Friday,1,Mist/Cloudy,3402,3623
2012-12-22,Spring,2012,December,0,Saturday,0,Clear/Cloudy,1544,1749
2012-12-23,Spring,2012,December,0,Sunday,0,Clear/Cloudy,1379,1787
2012-12-24,Spring,2012,December,0,Monday,1,Mist/Cloudy,746,920
2012-12-25,Spring,2012,December,1,Tuesday,0,Mist/Cloudy,573,1013
2012-12-26,Spring,2012,December,0,Wednesday,1,Light Snow/Light Rain/Cloudy,432,441
2012-12-27,Spring,2012,December,0,Thursday,1,Mist/Cloudy,1867,2114
2012-12-28,Spring,2012,December,0,Friday,1,Mist/Cloudy,2451,3095
2012-12-29,Spring,2012,December,0,Saturday,0,Mist/Cloudy,1182,1341
2012-12-30,Spring,2012,December,0,Sunday,0,Clear/Cloudy,1432,1796
2012-12-31,Spring,2012,December,0,Monday,1,Mist/Cloudy,2290,2729
